CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster_Hierarquico
C10012,-0.4485793651125057,0.818182,0.2288657331458233,0.5420805156549815,-0.4545762302747729,-0.4667855542850508,0.25,0.25,0.0,0.0,-0.4760698174356818,-0.3504079966421928,-0.6855355945169265,-0.3549430063599599,-0.2904431579357873,0.0,0.3606795442537749,1
C10013,-0.0228432072468871,1.0,1.0366343029964715,1.1494144866848988,0.3391535591030908,-0.4667855542850508,1.0,0.25,0.916667,0.0,-0.4760698174356818,0.4542182704540384,-0.4106927882188284,-0.388572793285019,-0.1471734293498879,0.25,0.3606795442537749,1
C10014,-0.3088193736595986,1.0,0.5311102177536631,-0.10391485205267,1.445228671443752,-0.4667855542850508,0.75,0.166667,0.75,0.0,-0.4760698174356818,0.4542182704540384,0.8260998401226133,-0.0266856759129154,-0.2495207819995685,0.083333,0.3606795442537749,1
C10015,0.5805173711636284,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.3014046937693322,0.0,0.0,0.0,0.083333,-0.3295339001797974,-0.5917958767710622,-0.4106927882188284,-0.3203893854037965,0.0667760277068513,0.0,0.3606795442537749,1
C10016,2.556788000503185,1.0,0.2848072907150514,-0.3569340222066546,1.3277107480192292,0.6307061002014737,0.5,0.0,0.5,0.166667,0.1100738515878559,-0.149251429868135,0.9635212432716624,0.0899151071256756,0.5462328041519628,0.0,0.3606795442537749,0
C10017,0.2438722612052508,0.875,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.8609267399803903,0.0,0.0,0.0,0.25,-0.0364620656680284,-0.5917958767710622,-0.4106927882188284,-0.4632865921394441,-0.1958182156785409,0.0,-2.628285197478895,3
C10018,-0.7318986877752869,0.454545,-0.2266329699601118,-0.3569340222066546,0.1193562272139577,-0.4667855542850508,0.416667,0.0,0.333333,0.0,-0.4760698174356818,-0.2699453699325697,-0.5481141913678774,-0.5107437769402153,-0.3256960706625079,0.25,0.3606795442537749,1
C10019,0.2039945325967601,1.0,-0.2334899296186559,-0.2569216823515221,-0.0804142900217632,-0.4667855542850508,0.666667,0.083333,0.583333,0.0,-0.4760698174356818,-0.2297140565777581,2.337735274762153,-0.0042510865489111,-0.0382600329905872,0.0,0.3606795442537749,1
C10020,0.9673686098387378,1.0,-0.2829676910865534,-0.3569340222066546,-0.0137430224649317,-0.4667855542850508,1.0,0.0,1.0,0.0,-0.4760698174356818,-0.1090201165133234,-0.1358499819207302,-0.2346066927450086,4.979565921691224,0.0,0.3606795442537749,5
C10021,0.2172607241921098,1.0,-0.3868564805616694,-0.3569340222066546,-0.2591959092938308,-0.4667855542850508,0.666667,0.0,0.666667,0.0,-0.4760698174356818,-0.2699453699325697,-0.6855355945169265,-0.5216325952197616,5.4469518757859845,0.0,0.3606795442537749,5
C10022,2.3085521769589814,1.0,2.507234505642153,3.2037703695850754,0.0429535422661804,-0.357570893715498,1.0,0.916667,1.0,0.333333,0.4031456860996248,3.109484951871601,1.8567603637404813,0.1191111812947551,0.3535279638478077,0.0,0.3606795442537749,2
C10023,-0.6880570102843251,0.636364,-0.0876683745593102,-0.3569340222066546,0.4476809798698423,-0.4667855542850508,1.0,0.0,1.0,0.0,-0.4760698174356818,0.0921364502607343,-0.7405041557765462,0.2164101245224538,-0.3200765830634383,0.0,0.3606795442537749,1
C10024,1.0741134834332524,0.818182,1.518896211104151,1.7243830185761553,0.4232307936750912,3.335903043508327,1.0,0.083333,0.916667,0.333333,1.428897106890816,-0.0687888031585119,1.2383640495697603,2.6757036834195573,0.253201484961058,0.0,0.3606795442537749,2
C10025,1.827648649549936,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.0857974447196313,0.0,0.0,0.0,0.363636,0.1100738515878559,-0.5917958767710622,0.4138356306754661,-0.1072288952109375,0.3523411638265706,0.0,-0.3865616411793925,0
C10026,-0.6700695217747399,1.0,-0.2825183613068808,-0.3569340222066546,-0.0126814132950103,-0.4667855542850508,1.0,0.0,1.0,0.0,-0.4760698174356818,-0.1090201165133234,-0.4106927882188284,-0.5243140186166387,-0.2872509850845141,0.0,0.3606795442537749,1
C10027,0.0247391307057509,1.0,-0.4218105930053604,-0.2954806567535009,-0.4545762302747729,-0.350030651574428,0.166667,0.166667,0.0,0.25,0.2566097688437404,-0.511333250061439,-0.767988436406356,-0.2911894779443552,0.0587363071218044,0.0,0.3606795442537749,1
C10028,-0.6912507131822464,1.0,-0.360364745635144,-0.3569340222066546,-0.1966052019838845,-0.4667855542850508,1.0,0.0,1.0,0.0,-0.4760698174356818,-0.1090201165133234,-0.9603784008150248,-0.5269159812930319,-0.2865046717615039,0.0,0.3606795442537749,1
C10029,2.6848984760582617,1.0,-0.2883924120723913,-0.2336959251140802,-0.2527599037011827,0.5995451310236534,0.666667,0.166667,0.416667,0.833333,1.8685048586584692,-0.2699453699325697,1.6506282590169077,-0.0454922150222335,0.3488514281184015,0.0,0.3606795442537749,0
C10030,-0.7410395816438056,1.0,-0.4227466967130114,-0.3569340222066546,-0.3439919417412988,-0.4667855542850508,0.416667,0.0,0.416667,0.0,-0.4760698174356818,-0.3906393099970043,0.6611941563437543,-0.5431534711024515,-0.2886727718507301,0.0,0.3606795442537749,1
C10031,5.079113073620133,1.0,0.9523943303449518,0.2535027412946721,1.7845455023798642,1.0513414767875209,1.0,0.166667,1.0,0.5,0.9892893551231629,1.9830081779368776,2.337735274762153,0.862612836056982,1.0523028757617792,0.0,0.3606795442537749,0
C10032,-0.1932345975041914,1.0,0.1612462818236481,-0.1159404321942871,0.5934421305858146,-0.3829458601673901,1.0,0.083333,1.0,0.166667,-0.1829979829239129,1.218613224195458,0.4138356306754661,-0.3755379445134014,-0.2470758553185431,0.0,0.3606795442537749,1
C10033,2.4830928827319,1.0,-0.3174584321949572,-0.1611568545203576,-0.4545762302747729,0.1004568182438103,0.083333,0.083333,0.0,0.166667,-0.0364620656680284,-0.4711019367066275,1.6506282590169077,-0.0044992804414109,0.716122684479601,0.0,0.3606795442537749,0
C10034,-0.691267223099907,1.0,-0.171501142098002,0.026721748253284,-0.4545762302747729,-0.4667855542850508,0.916667,0.916667,0.0,0.0,-0.4760698174356818,-0.149251429868135,-0.905409839555405,-0.4524139844258253,-0.2729965531498836,0.3,0.3606795442537749,1
C10035,0.9381244179018928,0.727273,-0.2133964635339257,-0.3569340222066546,0.1506294640112241,-0.4667855542850508,1.0,0.0,1.0,0.0,-0.4760698174356818,-0.0285574898037003,1.7880496621659567,2.4188949891566467,7.290068386789663,0.0,0.3606795442537749,5
C10036,0.0441410902199911,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.41945023916461,0.0,0.0,0.0,0.083333,-0.3295339001797974,-0.5917958767710622,-0.7405041557765462,-0.4772678470360113,-0.0853707809343561,0.0,0.3606795442537749,1
C10037,2.816641781134798,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,3.76458182031641,0.0,0.0,0.0,0.727273,1.1358252723790472,-0.5917958767710622,1.2383640495697603,-0.0334319608943898,0.4935486051982437,0.0,-0.3865616411793925,3
C10038,1.1929410026689045,1.0,0.6446689585288148,0.632447087069869,0.3619560393986932,0.3427628883750073,0.75,0.5,0.75,0.333333,0.5496816033555093,1.0576879707762117,0.1389928243773679,-0.0398111698940982,0.3027400314146143,0.0,0.3606795442537749,0
C10039,2.260453577859163,1.0,-0.3740693039151557,-0.2340272913003472,-0.4545762302747729,0.928366896700711,0.083333,0.083333,0.0,0.333333,1.2823611896349316,-0.511333250061439,1.2383640495697603,-0.1713467979624655,0.5203332783996191,0.0,0.3606795442537749,0
C10040,-0.0734464555990082,0.454545,-0.0187056144166557,0.2234026419021274,-0.4545762302747729,2.4772036461544644,0.083333,0.083333,0.0,0.333333,0.4031456860996248,-0.3504079966421928,0.8260998401226133,6.334560368678117,-0.0488190631579133,0.333333,0.3606795442537749,0
C10041,-0.4328914524416527,0.727273,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,1.027250755928643,0.0,0.0,0.0,0.25,-0.0364620656680284,-0.5917958767710622,-0.7405041557765462,0.4607803546201602,-0.2357376498333455,0.166667,0.3606795442537749,1
C10043,-0.3745456071371438,0.909091,0.2449713974359599,0.1167991273601566,0.3640681993096825,0.5767866241694415,0.583333,0.416667,0.333333,0.25,1.1358252723790472,0.4944495838088499,-0.4106927882188284,-0.1626425292679841,-0.2015706573408467,0.111111,0.3606795442537749,0
C10044,1.220436698525322,1.0,-0.3741535532488443,-0.2341357384158527,-0.4545762302747729,-0.4667855542850508,0.083333,0.083333,0.0,0.0,-0.4760698174356818,-0.5515645634162506,0.0015714212283188,-0.29875573402885,0.4141008584583789,0.0,0.3606795442537749,0
C10045,-0.0978816780775472,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.2397256948677579,0.0,0.0,0.0,0.083333,-0.3295339001797974,-0.5917958767710622,-0.8229569976659755,-0.4680122564001869,-0.2194606890704238,0.0,0.3606795442537749,1
C10046,1.802365075589406,1.0,0.2444331378040606,-0.073887050737129,0.7127957531999933,-0.4667855542850508,1.0,0.333333,1.0,0.0,-0.4760698174356818,0.212830390325169,1.1009426464207115,-0.1045984801035064,0.2075173977925916,0.0,0.3606795442537749,2
C10047,0.3256614689242138,1.0,-0.2650132219738058,-0.2984930766286555,-0.0785896492609609,-0.3787337761238379,0.333333,0.083333,0.333333,0.166667,-0.1829979829239129,-0.3906393099970043,-0.5755984719976872,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,1
C10048,-0.5236953562619399,0.5,-0.4181878716567507,-0.3569340222066546,-0.3332210320381384,0.0165892535023685,0.375,0.0,0.25,0.125,-0.3295339001797974,-0.4711019367066275,-0.767988436406356,-0.5378872369050337,-0.2940175498518462,0.0,-2.628285197478895,3
C10049,1.1269428465619469,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.477815816949919,0.0,0.0,0.0,0.5,0.5496816033555093,-0.5917958767710622,-0.0808814206611105,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,0
C10050,-0.6412019086451017,1.0,0.6493728796597613,0.488308820883472,0.6376316122837908,-0.4667855542850508,1.0,0.666667,1.0,0.0,-0.4760698174356818,2.908328385097544,-0.3282399463293989,0.2800819171837526,-0.2818344394936515,0.916667,0.3606795442537749,2
C10051,-0.3366290702390309,1.0,-0.2320155662791055,-0.0511734048784634,-0.4545762302747729,-0.1353207592636092,0.166667,0.166667,0.0,0.083333,-0.1829979829239129,-0.4711019367066275,-0.1358499819207302,-0.3956187098239388,-0.2344039762467693,0.083333,0.3606795442537749,1
C10052,1.6175803843733834,1.0,-0.0476405800201503,0.032312799541571,-0.1721992495045468,3.6011489173611704,0.625,0.375,0.25,0.875,4.945759121032043,-0.2297140565777581,2.062892468464055,2.20392726819421,0.0763883763279957,0.0,-2.628285197478895,0
C10053,-0.2332961591741467,1.0,0.9850830718161272,0.9816287244785382,0.5253222088491946,-0.4667855542850508,0.666667,0.583333,0.5,0.0,-0.4760698174356818,0.1323677636155459,-0.5481141913678774,-0.1151387888327875,0.2091149601204089,0.0,0.3606795442537749,1
C10054,0.0005795437143731,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.313541884055861,0.0,0.0,0.0,0.25,-0.0364620656680284,-0.5917958767710622,-0.2732713850697792,-0.3597077092476881,-0.108097916704104,0.0,0.3606795442537749,1
C10055,-0.5283907150596975,0.888889,0.4568257080330124,0.8355143108540402,-0.4545762302747729,0.4780028905127049,0.666667,0.666667,0.0,0.111111,-0.3295339001797974,-0.149251429868135,-0.4106927882188284,0.4756322949441492,-0.3003337266401298,0.2,-1.8810440120457277,1
C10056,-0.7484398207299455,0.636364,-0.3244558074096489,-0.3569340222066546,-0.1117649358210031,-0.4667855542850508,0.666667,0.0,0.666667,0.0,-0.4760698174356818,-0.2699453699325697,-0.9603784008150248,-0.4546361435739641,-0.3570349520257533,0.0,0.3606795442537749,1
C10057,-0.1213015050672419,1.0,0.1313798930310407,0.4165951533355418,-0.4545762302747729,-0.4667855542850508,0.25,0.25,0.0,0.0,-0.4760698174356818,-0.3504079966421928,0.4138356306754661,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,1
C10058,0.9900681674081616,1.0,-0.3229252778476394,-0.1681938673487187,-0.4545762302747729,-0.148018814976977,0.25,0.25,0.0,0.416667,0.2566097688437404,-0.4308706233518159,-0.1358499819207302,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,0
C10059,0.3948542547022033,1.0,1.972564831461628,2.5284159577741674,0.0193106213777236,-0.4667855542850508,0.916667,0.916667,0.5,0.0,-0.4760698174356818,1.0979192841310232,0.8260998401226133,1.3629427655343247,0.204435002524105,0.083333,0.3606795442537749,2
C10060,1.156263049748442,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.3596942264822864,0.0,0.0,0.0,0.181818,-0.0364620656680284,-0.5917958767710622,-0.1358499819207302,-0.3344517770706662,0.3280286415474008,0.0,-0.3865616411793925,0
C10061,1.8878638423406495,1.0,-0.3623680075695173,-0.3569340222066546,-0.2013382095331172,-0.0039483052106837,0.416667,0.0,0.333333,0.333333,0.1100738515878559,-0.3504079966421928,0.4138356306754661,0.1303716563674118,0.4542408294303013,0.0,0.3606795442537749,0
C10062,0.1511659694044209,0.727273,-0.4166620226132795,-0.2888533330281608,-0.4545762302747729,-0.4667855542850508,0.166667,0.166667,0.0,0.0,-0.4760698174356818,-0.511333250061439,0.5512570338245151,0.6136797371911733,-0.1223864825423349,0.0,0.3606795442537749,1
C10063,-0.0041707800795996,1.0,-0.4385668493723146,-0.3170495830596077,-0.4545762302747729,-0.4667855542850508,0.083333,0.083333,0.0,0.0,-0.4760698174356818,-0.5515645634162506,-0.7954727170361657,-0.4819023866236382,0.0013837394541683,0.0,0.3606795442537749,1
C10064,-0.3626819427519829,0.909091,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,1.3546676549514642,0.0,0.0,0.0,0.545455,0.5496816033555093,-0.5917958767710622,-0.0946235609760155,0.9116041857358556,-0.2535846391608519,0.090909,-0.3865616411793925,0
C10065,-0.7482035204915507,0.090909,-0.0763883248821147,0.149152516819317,-0.4545762302747729,-0.4667855542850508,0.083333,0.083333,0.0,0.0,-0.4760698174356818,-0.5515645634162506,-0.7954727170361657,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,1
C10067,0.1726767009592468,1.0,0.4139615192596698,-0.3569340222066546,1.6328570337984978,0.29902922740553,1.0,0.0,1.0,0.083333,0.1100738515878559,1.8623142378724429,-0.7267620154616412,0.675291299846408,1.0415923625907444,0.083333,0.3606795442537749,1
C10068,0.0930064905333888,1.0,-0.2765600612076818,-0.1610002086868495,-0.3582351981044103,-0.4667855542850508,0.583333,0.333333,0.166667,0.0,-0.4760698174356818,-0.149251429868135,-0.7405041557765462,-0.3301293786175922,0.0273655128790377,0.0,0.3606795442537749,1
C10069,-0.3625548768256331,0.875,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.0335936743879293,0.0,0.0,0.0,0.125,-0.3295339001797974,-0.5917958767710622,-0.8229569976659755,-0.548228946511917,-0.2802270362482345,0.0,-2.628285197478895,3
C10070,0.0056837286035121,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.2841913638183436,0.0,0.0,0.0,0.416667,0.4031456860996248,-0.5917958767710622,-0.5481141913678774,-0.4121457721284146,-0.2059625877568813,0.0,0.3606795442537749,1
C10071,1.1655763335047888,1.0,-0.3462202186125363,-0.2421005765657614,-0.3739602839338703,-0.4667855542850508,0.666667,0.083333,0.583333,0.0,-0.4760698174356818,-0.2699453699325697,0.4138356306754661,1.7768105182154326,0.0717611308081795,0.083333,0.3606795442537749,0
C10072,0.0648408030582728,1.0,0.1687257504477802,0.4646673497032588,-0.4545762302747729,-0.4667855542850508,0.333333,0.333333,0.0,0.0,-0.4760698174356818,-0.4308706233518159,-0.767988436406356,-0.0377655282919774,0.0383252580873091,0.0,0.3606795442537749,1
C10073,1.8848753300842092,1.0,-0.2733913501572829,-0.3569340222066546,0.0088825229690171,-0.1685569158810986,0.916667,0.0,0.833333,0.333333,0.1100738515878559,-0.149251429868135,0.4825463322499906,-0.153693955931808,0.5766179282007188,0.0,0.3606795442537749,0
C10074,0.6850853647430063,0.909091,1.6475730267578677,0.6456535358025467,2.7072276306166123,12.549846638919032,0.666667,0.5,0.583333,0.833333,3.480399948473198,0.7358374639377192,0.6886784369735642,9.153867886557784,0.1168937430063309,0.454545,0.3606795442537749,0
C10075,-0.4364634445212099,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.2362745595383286,0.0,0.0,0.0,0.125,-0.0364620656680284,-0.5917958767710622,0.6886784369735642,-0.2841843565685556,-0.2966789253471112,0.25,-2.628285197478895,3
C10077,0.1174669741852681,1.0,-0.1354096636495149,-0.0538363840481,-0.2214424331885028,-0.4667855542850508,0.5,0.1,0.4,0.0,-0.4760698174356818,-0.2699453699325697,-0.616824892942402,-0.2915906752882332,-0.0904274272968615,0.0,-1.13380282661256,1
C10078,-0.4958838186277854,0.909091,-0.09888289697697,-0.0456667013466808,-0.1501376839421186,-0.4667855542850508,0.272727,0.090909,0.181818,0.0,-0.4760698174356818,-0.3101766832873812,0.4138356306754661,-0.1478345538171594,-0.2818975772832077,0.0,-0.3865616411793925,1
C10079,2.063960132695676,1.0,-0.2065675869866111,-0.2066142704364404,-0.1091440881827598,-0.4667855542850508,0.833333,0.166667,0.75,0.0,-0.4760698174356818,-0.0285574898037003,0.4138356306754661,0.0887426049200433,0.5682896898236842,0.0,0.3606795442537749,0
C10080,0.0783906982075767,1.0,-0.1858609729733694,0.0082375398993354,-0.4545762302747729,-0.4667855542850508,1.0,1.0,0.0,0.0,-0.4760698174356818,0.0921364502607343,1.7880496621659567,0.4237714039297585,-0.0900424310957609,0.0,0.3606795442537749,0
C10081,-0.4735551869819931,1.0,-0.3197752888713935,-0.3569340222066546,-0.1007065069676557,-0.4667855542850508,0.75,0.0,0.666667,0.0,-0.4760698174356818,-0.2699453699325697,-0.8229569976659755,-0.1016384255145308,-0.2756145801458891,0.0,0.3606795442537749,1
C10082,-0.1723625745314956,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.4485094707073627,0.0,0.0,0.0,0.083333,-0.3295339001797974,-0.5917958767710622,-0.905409839555405,-0.5885743873299093,3.171725227189947,0.0,0.3606795442537749,5
C10083,2.416310246577696,1.0,-0.2876388485877322,-0.1227726004711377,-0.4545762302747729,1.7372352481682831,0.583333,0.583333,0.0,0.416667,0.5496816033555093,-0.3101766832873812,0.6886784369735642,-0.0375006606054366,0.7146915084496795,0.0,0.3606795442537749,0
C10084,-0.7433005078248696,0.909091,-0.3549493856863825,-0.3327081415706613,-0.2282765422198715,-0.4667855542850508,0.666667,0.166667,0.583333,0.0,-0.4760698174356818,-0.0687888031585119,0.1389928243773679,-0.4750909571229732,-0.3050098107156418,0.181818,0.3606795442537749,1
C10085,-0.7124430719895348,0.272727,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.9567878868578704,0.0,0.0,0.0,0.166667,0.2566097688437404,-0.5917958767710622,1.3757854527188096,-0.558421255552749,-0.2865289382048113,0.0,0.3606795442537749,1
C10086,-0.7498207112231676,0.636364,-0.4072775829440775,-0.3399439741107826,-0.3386286037474253,-0.4667855542850508,0.416667,0.166667,0.25,0.0,-0.4760698174356818,-0.3906393099970043,2.062892468464055,-0.5261284876277446,-0.3144237681161586,0.444444,0.3606795442537749,1
C10087,-0.7312381080203697,0.545455,-0.2842033479806528,-0.3569340222066546,-0.0166624476822154,-0.4667855542850508,0.5,0.0,0.416667,0.0,-0.4760698174356818,-0.1090201165133234,-0.905409839555405,-0.3480386044552477,-0.2967533043953935,1.0,0.3606795442537749,1
C10088,0.1781901030197628,1.0,1.83120381056924,2.363485969609453,-0.0119515569906894,-0.3266624038919154,1.0,1.0,0.333333,0.083333,-0.3295339001797974,1.4197697909695155,1.2383640495697603,1.1012196703982409,-0.1024148824723796,0.0,0.3606795442537749,2
C10089,-0.6868198897337842,1.0,0.1144832211079387,0.3948454818369256,-0.4545762302747729,-0.4667855542850508,1.0,1.0,0.0,0.0,-0.4760698174356818,0.2932930170347921,3.2996850968054967,-0.1581795906523715,-0.2836755759839502,1.0,0.3606795442537749,1
C10090,2.645063093630152,1.0,0.2811003200327531,0.5137396694695271,-0.2791453149452696,2.2160369170080463,1.0,0.833333,1.0,0.75,2.89425627944966,0.3335243303896037,1.7880496621659567,0.9868140711561044,0.4462081619238404,0.0,0.3606795442537749,0
C10092,3.1789789298525104,1.0,0.5873138843610336,0.4376097943846201,0.584064582918176,2.03732124529255,1.0,0.75,1.0,0.75,2.601184444937892,1.8220829245176315,2.475156677911202,0.4450692929907137,0.5311099124164518,0.0,0.3606795442537749,0
C10093,1.188052421046245,1.0,-0.4484895486734159,-0.3298222433302632,-0.4545762302747729,-0.4170784765480348,0.083333,0.083333,0.0,0.083333,-0.3295339001797974,-0.5515645634162506,0.0015714212283188,-0.2277448297584627,0.0577765130570181,0.0,0.3606795442537749,0
C10094,2.1839898092576244,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.8289671343252247,0.0,0.0,0.0,0.416667,1.5754330241467005,-0.5917958767710622,0.5512570338245151,-0.0797741062288629,0.869229056863514,0.0,0.3606795442537749,0
C10095,3.755511540181399,1.0,1.9175453360444363,0.3346151588530846,3.915980254860604,-0.2899954071533622,1.0,0.25,0.916667,0.083333,-0.3295339001797974,1.2588445375502697,1.2383640495697603,1.6153750508805664,3.850001341209655,0.0,0.3606795442537749,2
C10096,0.1981979304857734,1.0,0.0134963531265411,-0.2202304082721391,0.4357821104236405,1.600845652659765,0.909091,0.090909,0.818182,0.545455,2.601184444937892,0.0921364502607343,-0.1358499819207302,0.4571073957643409,0.0328461856169444,0.090909,-0.3865616411793925,0
C10097,-0.1167468663647292,1.0,-0.4481853149684294,-0.3294306287464931,-0.4545762302747729,-0.2304255672432087,0.083333,0.083333,0.0,0.083333,-0.3295339001797974,-0.5515645634162506,-0.7405041557765462,-0.4464066159905595,-0.223225256815422,0.0,0.3606795442537749,1
C10098,-0.1233569057385731,1.0,-0.2797100501839276,-0.112566521934114,-0.4545762302747729,-0.4667855542850508,0.166667,0.166667,0.0,0.0,-0.4760698174356818,-0.511333250061439,-0.5755984719976872,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,1
C10099,0.3675435814822743,1.0,-0.3696976996004252,-0.2284000909735584,-0.4545762302747729,-0.4667855542850508,0.25,0.25,0.0,0.0,-0.4760698174356818,-0.4711019367066275,-0.5755984719976872,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,1
C10100,-0.2040399561809197,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.4092699485378848,0.0,0.0,0.0,0.083333,-0.3295339001797974,-0.5917958767710622,-0.905409839555405,-0.5462430824079585,0.8870941894062236,0.0,0.3606795442537749,1
C10101,0.0266553592667837,1.0,-0.1234556193028106,0.0885667282902078,-0.4545762302747729,-0.4667855542850508,0.666667,0.666667,0.0,0.0,-0.4760698174356818,-0.149251429868135,0.4138356306754661,-0.4545975346679133,-0.1904416566551542,0.0,0.3606795442537749,0
C10102,0.9326328163891524,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.3505468847427901,0.0,0.0,0.0,0.5,0.4031456860996248,-0.5917958767710622,-0.1358499819207302,-0.5986882602099773,-0.3570349520257533,0.0,0.3606795442537749,0
